CountryCode,SeriesCode,DESCRIPTION
IRQ,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2002 Source: Central Bank of Iraq.
IRQ,ST.INT.ARVL,Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.
ISL,SP.POP.TOTL,"Data source: Eurostat, Statistics Iceland"
ISL,SP.DYN.CDRT.IN,Data source: Eurostat
ISL,SP.DYN.LE00.FE.IN,"Data source: Eurostat, United Nations World Population Prospects, Statistics Iceland"
ISL,ST.INT.DPRT,Includes overnight visitors (tourists) only.
ISL,SP.DYN.AMRT.MA,"Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
ISL,IS.RRS.GOOD.MT.K6,Source: OECD
ISL,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
ISL,IT.MLT.MAIN.P2,Iceland Telecom Ltd. From 2004: Post and Telecom Administration.
ISL,IS.RRS.PASG.KM,Source: OECD
ISL,IT.CEL.SETS,Iceland Telecom Ltd. From 2004: Post and Telecom Administration.
ISL,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
ISL,IT.NET.BBND,Iceland Telecom Ltd. From 2004: Post and Telecom Administration.
ISL,IT.NET.BBND.P2,Iceland Telecom Ltd. From 2004: Post and Telecom Administration.
ISL,IT.NET.USER.ZS,Iceland Telecom Ltd. From 2004: Post and Telecom Administration.
ISL,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
ISL,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
ISL,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
ISL,SP.DYN.TFRT.IN,"Data source: Eurostat, Statistics Iceland"
ISL,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
ISL,SP.DYN.LE00.MA.IN,"Data source: Eurostat, United Nations World Population Prospects, Statistics Iceland"
ISL,SP.DYN.LE00.IN,Derived using male and female life expectancy
ISL,IT.MLT.MAIN,Iceland Telecom Ltd. From 2004: Post and Telecom Administration.
ISL,ST.INT.ARVL,Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Source: Icelandic Tourist Board.
ISL,IT.CEL.SETS.P2,Iceland Telecom Ltd. From 2004: Post and Telecom Administration.
ISL,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
ISL,SP.DYN.CBRT.IN,Data source: Eurostat
ISL,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
ISL,SP.POP.GROW,"Data source: Eurostat, Statistics Iceland"
ISL,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
ISL,SP.DYN.AMRT.FE,"Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
ISL,SM.POP.NETM,Data source: United Nations World Population Prospects
ISL,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
ISR,SP.POP.TOTL,Data source: Central Bureau of Statistics
ISR,IT.MLT.MAIN.P2,"The Israel Telecommunication Corp. (Bezeq), From 1998: Ministry of Communications."
ISR,SP.DYN.CDRT.IN,Data source: Central Bureau of Statistics
ISR,MS.MIL.XPND.CD,1988-2005 SIPRI estimates.
ISR,IS.RRS.GOOD.MT.K6,Source: OECD
ISR,SP.DYN.LE00.FE.IN,Data source: Central Bureau of Statistics
ISR,IT.CEL.SETS.P2,"The Israel Telecommunication Corp. (Bezeq), From 1998: Ministry of Communications."
ISR,SP.DYN.AMRT.MA,"Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
ISR,ST.INT.DPRT,Includes overnight visitors (tourists) only.
ISR,SP.DYN.CBRT.IN,Data source: Central Bureau of Statistics
ISR,IS.RRS.PASG.KM,Source: OECD
ISR,SP.DYN.AMRT.FE,"Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
ISR,IT.CEL.SETS,"The Israel Telecommunication Corp. (Bezeq), From 1998: Ministry of Communications."
ISR,MS.MIL.XPND.GD.ZS,1988-2005 SIPRI estimates.
ISR,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
ISR,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
ISR,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
ISR,IT.NET.BBND.P2,"The Israel Telecommunication Corp. (Bezeq), From 1998: Ministry of Communications."
ISR,IT.NET.BBND,"The Israel Telecommunication Corp. (Bezeq), From 1998: Ministry of Communications."
ISR,SM.POP.NETM,Data source: United Nations World Population Prospects
ISR,MS.MIL.XPND.CN,1988-2005 SIPRI estimates.
ISR,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
ISR,IT.NET.USER.ZS,"The Israel Telecommunication Corp. (Bezeq), From 1998: Ministry of Communications."
ISR,SP.DYN.LE00.IN,Derived using male and female life expectancy
ISR,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
ISR,ST.INT.ARVL,Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Excluding nationals residing abroad.
ISR,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. Including the expenditures of foreign workers in Israel.
ISR,MS.MIL.XPND.ZS,1988-2005 SIPRI estimates.
ISR,SP.DYN.TFRT.IN,Data source: Central Bureau of Statistics
ISR,IT.MLT.MAIN,"The Israel Telecommunication Corp. (Bezeq), From 1998: Ministry of Communications."
ISR,SP.DYN.LE00.MA.IN,Data source: Central Bureau of Statistics
ISR,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
ISR,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
ISR,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. 
ISR,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
ISR,SP.POP.GROW,Data source: Central bureau of Statistics
ITA,ST.INT.ARVL,"Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Excluding seasonal and border workers. Border survey of the ""Banca d'Italia""."
ITA,SP.DYN.LE00.IN,Derived using male and female life expectancy
ITA,SP.DYN.CDRT.IN,Data source: Eurostat
ITA,TM.TAX.TCOM.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
ITA,TM.TAX.TCOM.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
ITA,MS.MIL.XPND.CN,2007-2009 SIPRI estimates.
ITA,IS.RRS.GOOD.MT.K6,Source: OECD
ITA,MS.MIL.XPND.CD,2007-2009 SIPRI estimates.
ITA,SP.DYN.LE00.FE.IN,"Data source: Eurostat, Italy National Statistical Institute"
ITA,SP.DYN.AMRT.MA,"Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
ITA,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
ITA,IT.CEL.SETS.P2,Telecom Italia. Ministry of ECONOMIC DEVELOPMENT - Communications
ITA,TM.TAX.TCOM.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
ITA,ST.INT.DPRT,Includes overnight visitors (tourists) and same-day visitors (excursionists).
ITA,SP.DYN.CBRT.IN,Data source: Eurostat
ITA,TM.TAX.TCOM.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
ITA,IT.MLT.MAIN,Telecom Italia. Ministry of ECONOMIC DEVELOPMENT - Communications
ITA,TM.TAX.TCOM.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
ITA,TM.TAX.TCOM.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
ITA,TM.TAX.TCOM.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.
ITA,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
ITA,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
ITA,IT.NET.USER.ZS,Telecom Italia. Ministry of ECONOMIC DEVELOPMENT - Communications
ITA,SP.DYN.AMRT.FE,"Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
